序号,名称,描述,类型,长度
86,Z0dz3I,I侧接地距离Ⅲ段定值,DOUBLE,4
87,Idz1J,J侧瞬时电流速断整定值,DOUBLE,4
88,Idz2J,J侧限时电流速断整定值,DOUBLE,4
89,Idz3J,J侧过电流整定值,DOUBLE,4
90,I0dz1J,J侧零序Ⅰ段定值,DOUBLE,4
91,I0dz2J,J侧零序Ⅱ段定值,DOUBLE,4
92,I0dz3J,J侧零序Ⅲ段定值,DOUBLE,4
93,I0dz1IntoTranJ,J侧零序Ⅰ段保护整定入变压器,INTEGER,1
94,Zdz1J,J侧相间距离Ⅰ段整定值,DOUBLE,4
95,Zdz2J,J侧相间距离Ⅱ段整定值,DOUBLE,4
96,Zdz3J,J侧相间距离Ⅲ段整定值,DOUBLE,4
97,Z0dz1J,J侧接地距离Ⅰ段定值,DOUBLE,4
98,Z0dz2J,J侧接地距离Ⅱ段定值,DOUBLE,4
99,Z0dz3J,J侧接地距离Ⅲ段定值,DOUBLE,4
100,Ksen1I,校核:I侧瞬时电流速断灵敏系数,DOUBLE,4
101,Ksen2I,校核:I侧限时电流速断灵敏系数,DOUBLE,4
102,Ksen3I,校核:I侧定时限过电流灵敏系数,DOUBLE,4
103,K0sen1I,校核:I侧零序Ⅰ段灵敏系数,DOUBLE,4
104,K0sen2I,校核:I侧零序Ⅱ段灵敏系数,DOUBLE,4
105,K0sen3I,校核:I侧零序Ⅲ段灵敏系数,DOUBLE,4
106,Ksen1J,校核:J侧瞬时电流速断灵敏系数,DOUBLE,4
107,Ksen2J,校核:J侧限时电流速断灵敏系数,DOUBLE,4
108,Ksen3J,校核:J侧定时限过电流灵敏系数,DOUBLE,4
109,K0sen1J,校核:J侧零序Ⅰ段灵敏系数,DOUBLE,4
110,K0sen2J,校核:J侧零序Ⅱ段灵敏系数,DOUBLE,4
111,K0sen3J,校核:J侧零序Ⅲ段灵敏系数,DOUBLE,4
112,ACLineSegmentPtr,线路索引,INTEGER,2
