序号,名称,描述,类型,长度
35,ProtLineZ0dz3Coord3,整定:线路接地距离Ⅲ段与邻线Ⅲ段配合,INTEGER,1
36,ProtLineZ0dz3UsingKlm,整定:线路接地距离Ⅲ段按灵敏度整定,INTEGER,1
37,ProtTranKkslm1,整定:变压器电源侧速断保护灵敏系数,DOUBLE,4
38,ProtTranKkllm1,整定:变压器负荷侧速断保护灵敏系数,DOUBLE,4
39,ProtTranKkrel3,整定:变压器过流保护可靠系数,DOUBLE,4
40,ProtTranKkres3,整定:变压器过流保护返回系数,DOUBLE,4
41,ProtTranKuop,整定:变压器复压闭锁电压值,DOUBLE,4
42,ProtTranKuoprel,整定:变压器复压闭锁可靠系数,DOUBLE,4
43,ProtTranKuopres,整定:变压器复压闭锁返回系数,DOUBLE,4
44,ProtTranK0lm1,整定:变压器零序Ⅰ段灵敏系数,DOUBLE,4
45,ProtTranK0rel2,整定:变压器零序Ⅱ段可靠系数,DOUBLE,4
46,ProtBusKunbrel,整定:母线不平衡电流可靠系数,DOUBLE,4
47,ProtBusKbrkrel,整定:母线二次断线可靠系数,DOUBLE,4
48,ProtBusFaultUnb,整定:母线不平衡电流使用短路电流计算,INTEGER,1
49,ProtGenKdrel,整定:发电机纵差保护可靠系数,DOUBLE,4
50,ProtGenKkrel,整定:发电机过流保护可靠系数,DOUBLE,4
51,ProtGenKkres,整定:发电机过流保护返回系数,DOUBLE,4
52,ProtGenKap,整定:发电机非周期分量影响系数,DOUBLE,4
53,ProtGenKss,整定:发电机电流互感器同型系数,DOUBLE,4
54,ProtLoadKst,整定:电动机启动电流倍数,DOUBLE,4
55,ProtLoadKdrel,整定:电动机纵差保护可靠系数,DOUBLE,4
56,ProtLoadKkrel,整定:电动机过流保护可靠系数,DOUBLE,4
57,ProtLoadKkres,整定:电动机过流保护返回系数,DOUBLE,4
58,ProtLoadKap,整定:电动机非周期分量影响系数,DOUBLE,4
59,ProtLoadKss,整定:电动机电流互感器同型系数,DOUBLE,4
60,ProtCapKkrel2,整定:并联电容器延时电流速断可靠系数,DOUBLE,4
61,ProtCapKkrel3,整定:并联电容器过流保护可靠系数,DOUBLE,4
62,ProtCapKkres3,整定:并联电容器过流保护返回系数,DOUBLE,4
63,ProtReacKdrel,整定:并联电抗器差动保护可靠系数,DOUBLE,4
64,ProtReacKkrel1,整定:并联电抗器电流速断可靠系数,DOUBLE,4
65,ProtReacKkrel3,整定:并联电抗器过流保护可靠系数,DOUBLE,4
66,ProtReacKkres3,整定:并联电抗器过流保护返回系数,DOUBLE,4
67,ProtBreakerKkp1,整定:母联/分段开关过流Ⅰ段配合系数,DOUBLE,4
68,ProtBreakerKklm1,整定:母联/分段开关过流Ⅰ段灵敏系数,DOUBLE,4
69,ProtBreakerKkp2,整定:母联/分段开关过流Ⅱ段配合系数,DOUBLE,4
70,ProtBreakerKkr,整定:母联/分段开关合环保护可靠系数,DOUBLE,4
71,ProtLineKksen1,校核:线路瞬时电流速断灵敏系数,DOUBLE,4
72,ProtLineKksen2,校核:线路限时电流速断灵敏系数,DOUBLE,4
73,ProtLineKksen3,校核:线路定时限过电流灵敏系数,DOUBLE,4
74,ProtLineK0sen1,校核:线路零序Ⅰ段灵敏系数,DOUBLE,4
75,ProtLineK0sen2,校核:线路零序Ⅱ段灵敏系数,DOUBLE,4
76,ProtLineK0sen3,校核:线路零序Ⅲ段灵敏系数,DOUBLE,4
77,ProtTranKksen3,校核:变压器过流保护灵敏系数,DOUBLE,4
78,ProtGenKksen3Near,校核:发电机近后备过流保护灵敏系数,DOUBLE,4
79,ProtGenKksen3Far,校核:发电机远后备过流保护灵敏系数,DOUBLE,4
80,ProtLoadKksen3,校核:电动机过流保护灵敏系数,DOUBLE,4
81,ProtCapKksen2,校核:并联电容器延时电流速断灵敏系数,DOUBLE,4
82,ProtCapKksen3,校核:并联电容器过流保护灵敏系数,DOUBLE,4
83,ProtReacKksen1,校核:并联电抗器电流速断灵敏系数,DOUBLE,4
84,ProtReacKksen3,校核:并联电抗器过流保护灵敏系数,DOUBLE,4
85,ProtBreakerKksen1,校核:母联/分段开关过流Ⅰ段灵敏系数,DOUBLE,4
86,ProtBreakerKksen2,校核:母联/分段开关过流Ⅱ段灵敏系数,DOUBLE,4
